task_id	cell_line	input_role	status	verified_path	symlink_target	bytes	sha256_if_small	sample_run_id	genome_reference	passage	software_version	source_command_or_log	evidence_notes
MEX01	OV3291	duplicate-marked genome-wide CRAM (MSI / read review input)	verified	/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/preprocessing/markduplicates/OV3291_P46/OV3291_P46.md.cram		3251136298		sarek 3.5.1 angry_allen 2025-10-23 (Slurm 3273686)	GRCh38 (GATK Homo_sapiens_assembly38)	P46	GATK 4.5.0.0 MarkDuplicates; bwa 0.7.18; samtools 1.20/1.21	/project/6090753/active/ovcan_human/wes/sarek_3.5.1_run/task_evidence/oct23_GATK4_MARKDUPLICATES_*	lane PU 7; RG SM OV3291_P46_OV3291_P46; all reads incl. off-target; not BQSR'd; index .crai present; mtime_utc=2025-10-29T15:20Z
MEX01	OV3291	published recalibrated CRAM (interval-restricted; mixed Oct-24/Oct-31 re-executions)	verified	/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/preprocessing/recalibrated/OV3291_P46/OV3291_P46.recal.cram		4489042876		sarek 3.5.1 Oct-24 or Oct-31 launch (see mtime)	GRCh38 (GATK Homo_sapiens_assembly38)	P46	GATK 4.5.0.0 ApplyBQSR per shard		reads overlapping the 405 calling shards only; samtools quickcheck OK 2026-09-05; VCF headers name this filename but bytes are re-executions; mtime_utc=2025-10-31T17:59Z
MEX01	OV3291	Oct-24 recalibrated CRAM in work/ = exact manual-CNVkit input (proposed MEX05/MEX06 alignment)	verified	/project/6090753/active/ovcan_gq_analysis/work/ad/d194010792c7140805c7a44427e549/OV3291_P46.recal.cram		4488993180		sarek 3.5.1 angry_kilby 2025-10-24 (Slurm 3377445)	GRCh38 (GATK Homo_sapiens_assembly38)	P46	GATK 4.5.0.0	/project/6090753/active/ovcan_human/wes/sarek_3.5.1_run/task_evidence/oct24_CNVKIT_BATCH_OV3291_P46.*	interval-restricted like all recal CRAMs; index .crai alongside in work dir; mtime_utc=2025-10-24T22:58Z
MEX01	OV3291	manual-CNVkit input BAM (samtools view of the Oct-24 recal CRAM)	verified	/project/6090753/active/ovcan_gq_analysis/work/67/391aefcedee5cff0359f87fc37879a/OV3291_P46.recal.bam		6897789105		Oct-24 CNVKIT_BATCH task	GRCh38 (GATK Homo_sapiens_assembly38)	P46	samtools 1.21 (Sarek cnvkit container)		historical hint ../work/67/391aefcedee5cff0359f87fc37879a/OV3291_P46.recal.bam resolves relative to /project/6090753/active/ovcan_gq_analysis/cnvkit; mtime_utc=2025-10-24T23:05Z
MEX01	OV3291	provider GRCh37 BAM (Sarek samplesheet input; deposition candidate)	verified	/project/6090753/active/ovcan_gq/ammmasson_OvCAN_WES_bioinformatics_analysis_R004741/bam/OV3291_P46.bam		6821425584		McGill delivery	GRCh37 (McGill GenPipes)	P46			no provider checksum; header not read in this session (tool block); mtime_utc=2025-09-23T14:37Z
MEX01	OV3291	retained annotated Mutect2 VCF (audited calls)	verified	/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/annotation/mutect2/OV3291_P46/OV3291_P46.mutect2.filtered_VEP.ann.vcf.gz		5265185		sarek 3.5.1 angry_allen 2025-10-23 (Slurm 3273686)	GRCh38 (GATK Homo_sapiens_assembly38)	P46	Mutect2/FilterMutectCalls 4.5.0.0; VEP 113		--genotype-germline-sites false --genotype-pon-sites false --interval-padding 0: NOT eligible as unbiased SNP input (MEX05); mtime_utc=2025-10-24T03:47Z
MEX06	OV3291	target-only CNR reconstructed on cluster from verified source CNR	verified	/project/6090753/active/ovcan_human/wes/molecular_extension_2026-09-06/inputs/target_only_cnr/OV3291_P46.targetonly.cnr		15150397	e629620b5d7bbacf139d5218a08bd1880621f699b4cfcdfe75ebcc8cd6a02ee5	manual CNVkit 0.9.10 (2025-11/12) + antitarget-row removal 2026-09-06	GRCh38 (GATK Homo_sapiens_assembly38)	P46	CNVkit 0.9.10	/project/6090753/active/ovcan_gq_analysis/cnvkit/OV3291_P46_new/OV3291_P46.cnr (sha256 cd970e62866b...)	source CNR == repo source_cnr_sha256: True; reconstructed == repo target_only_cnr_sha256: True; 204706 target rows, 40923 antitarget rows dropped; mtime_utc=2026-09-06T17:44Z
MEX06	OV3291	corrected target-only CNS (repository, script 29)	verified	repo:output/wes_cnv_target_only/OV3291.cns			99d476a8334619ca6f912157bedf9fae286149d73ea4a81ebad13d4a977b88c6		GRCh38 (GATK Homo_sapiens_assembly38)		CNVkit 0.9.10 segment CBS via script 29		present in clone at commit dca9bf9
MEX01	OV3331	duplicate-marked genome-wide CRAM (MSI / read review input)	verified	/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/preprocessing/markduplicates/OV3331_P54/OV3331_P54.md.cram		3312630036		sarek 3.5.1 angry_allen 2025-10-23 (Slurm 3273686)	GRCh38 (GATK Homo_sapiens_assembly38)	P54	GATK 4.5.0.0 MarkDuplicates; bwa 0.7.18; samtools 1.20/1.21	/project/6090753/active/ovcan_human/wes/sarek_3.5.1_run/task_evidence/oct23_GATK4_MARKDUPLICATES_*	lane PU 6; RG SM OV3331_P54_OV3331_P54; all reads incl. off-target; not BQSR'd; index .crai present; mtime_utc=2025-10-29T15:20Z
MEX01	OV3331	published recalibrated CRAM (interval-restricted; mixed Oct-24/Oct-31 re-executions)	verified	/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/preprocessing/recalibrated/OV3331_P54/OV3331_P54.recal.cram		4883509108		sarek 3.5.1 Oct-24 or Oct-31 launch (see mtime)	GRCh38 (GATK Homo_sapiens_assembly38)	P54	GATK 4.5.0.0 ApplyBQSR per shard		reads overlapping the 405 calling shards only; samtools quickcheck OK 2026-09-05; VCF headers name this filename but bytes are re-executions; mtime_utc=2025-10-31T17:57Z
MEX01	OV3331	Oct-24 recalibrated CRAM in work/ = exact manual-CNVkit input (proposed MEX05/MEX06 alignment)	verified	/project/6090753/active/ovcan_gq_analysis/work/f7/38d848dce83a33e1f75ad503e9da02/OV3331_P54.recal.cram		4883497579		sarek 3.5.1 angry_kilby 2025-10-24 (Slurm 3377445)	GRCh38 (GATK Homo_sapiens_assembly38)	P54	GATK 4.5.0.0	/project/6090753/active/ovcan_human/wes/sarek_3.5.1_run/task_evidence/oct24_CNVKIT_BATCH_OV3331_P54.*	interval-restricted like all recal CRAMs; index .crai alongside in work dir; mtime_utc=2025-10-24T22:57Z
MEX01	OV3331	manual-CNVkit input BAM (samtools view of the Oct-24 recal CRAM)	verified	/project/6090753/active/ovcan_gq_analysis/work/9f/bf3df6338ee821bd70926534d54dee/OV3331_P54.recal.bam		7490850879		Oct-24 CNVKIT_BATCH task	GRCh38 (GATK Homo_sapiens_assembly38)	P54	samtools 1.21 (Sarek cnvkit container)		historical hint ../work/9f/bf3df6338ee821bd70926534d54dee/OV3331_P54.recal.bam resolves relative to /project/6090753/active/ovcan_gq_analysis/cnvkit; mtime_utc=2025-10-24T23:04Z
MEX01	OV3331	provider GRCh37 BAM (Sarek samplesheet input; deposition candidate)	verified	/project/6090753/active/ovcan_gq/ammmasson_OvCAN_WES_bioinformatics_analysis_R004741/bam/OV3331_P54.bam		6827996470		McGill delivery	GRCh37 (McGill GenPipes)	P54			no provider checksum; header not read in this session (tool block); mtime_utc=2025-09-23T14:37Z
MEX01	OV3331	retained annotated Mutect2 VCF (audited calls)	verified	/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/annotation/mutect2/OV3331_P54/OV3331_P54.mutect2.filtered_VEP.ann.vcf.gz		5265618		sarek 3.5.1 angry_allen 2025-10-23 (Slurm 3273686)	GRCh38 (GATK Homo_sapiens_assembly38)	P54	Mutect2/FilterMutectCalls 4.5.0.0; VEP 113		--genotype-germline-sites false --genotype-pon-sites false --interval-padding 0: NOT eligible as unbiased SNP input (MEX05); mtime_utc=2025-10-24T03:47Z
MEX06	OV3331	target-only CNR reconstructed on cluster from verified source CNR	verified	/project/6090753/active/ovcan_human/wes/molecular_extension_2026-09-06/inputs/target_only_cnr/OV3331_P54.targetonly.cnr		15140097	59813ef240c5684eed6f48d5096c1192a8cf6550883201be22dad052de434b0d	manual CNVkit 0.9.10 (2025-11/12) + antitarget-row removal 2026-09-06	GRCh38 (GATK Homo_sapiens_assembly38)	P54	CNVkit 0.9.10	/project/6090753/active/ovcan_gq_analysis/cnvkit/OV3331_P54_new/OV3331_P54.cnr (sha256 8ec384a3b641...)	source CNR == repo source_cnr_sha256: True; reconstructed == repo target_only_cnr_sha256: True; 204706 target rows, 40923 antitarget rows dropped; mtime_utc=2026-09-06T17:44Z
MEX06	OV3331	corrected target-only CNS (repository, script 29)	verified	repo:output/wes_cnv_target_only/OV3331.cns			f012ffdb3e7dae00dbe861f88152c83fcbc8a6b5f3f738909f33b671b3651d43		GRCh38 (GATK Homo_sapiens_assembly38)		CNVkit 0.9.10 segment CBS via script 29		present in clone at commit dca9bf9
MEX01	OV90	duplicate-marked genome-wide CRAM (MSI / read review input)	verified	/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/preprocessing/markduplicates/OV90_P63/OV90_P63.md.cram		3281811147		sarek 3.5.1 angry_allen 2025-10-23 (Slurm 3273686)	GRCh38 (GATK Homo_sapiens_assembly38)	P63	GATK 4.5.0.0 MarkDuplicates; bwa 0.7.18; samtools 1.20/1.21	/project/6090753/active/ovcan_human/wes/sarek_3.5.1_run/task_evidence/oct23_GATK4_MARKDUPLICATES_*	lane PU 8; RG SM OV90_P63_OV90_P63; all reads incl. off-target; not BQSR'd; index .crai present; mtime_utc=2025-10-29T15:13Z
MEX01	OV90	published recalibrated CRAM (interval-restricted; mixed Oct-24/Oct-31 re-executions)	verified	/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/preprocessing/recalibrated/OV90_P63/OV90_P63.recal.cram		4513987142		sarek 3.5.1 Oct-24 or Oct-31 launch (see mtime)	GRCh38 (GATK Homo_sapiens_assembly38)	P63	GATK 4.5.0.0 ApplyBQSR per shard		reads overlapping the 405 calling shards only; samtools quickcheck OK 2026-09-05; VCF headers name this filename but bytes are re-executions; mtime_utc=2025-10-31T17:45Z
MEX01	OV90	Oct-24 recalibrated CRAM in work/ = exact manual-CNVkit input (proposed MEX05/MEX06 alignment)	verified	/project/6090753/active/ovcan_gq_analysis/work/fb/3f59c81ddc1f5b0513c789fed28795/OV90_P63.recal.cram		4513882964		sarek 3.5.1 angry_kilby 2025-10-24 (Slurm 3377445)	GRCh38 (GATK Homo_sapiens_assembly38)	P63	GATK 4.5.0.0	/project/6090753/active/ovcan_human/wes/sarek_3.5.1_run/task_evidence/oct24_CNVKIT_BATCH_OV90_P63.*	interval-restricted like all recal CRAMs; index .crai alongside in work dir; mtime_utc=2025-10-24T22:57Z
MEX01	OV90	manual-CNVkit input BAM (samtools view of the Oct-24 recal CRAM)	verified	/project/6090753/active/ovcan_gq_analysis/work/5a/9c55f01b9d9f3b937491fab0ee693c/OV90_P63.recal.bam		6913215859		Oct-24 CNVKIT_BATCH task	GRCh38 (GATK Homo_sapiens_assembly38)	P63	samtools 1.21 (Sarek cnvkit container)		historical hint ../work/5a/9c55f01b9d9f3b937491fab0ee693c/OV90_P63.recal.bam resolves relative to /project/6090753/active/ovcan_gq_analysis/cnvkit; mtime_utc=2025-10-24T23:04Z
MEX01	OV90	provider GRCh37 BAM (Sarek samplesheet input; deposition candidate)	verified	/project/6090753/active/ovcan_gq/ammmasson_OvCAN_WES_bioinformatics_analysis_R004741/bam/OV90_P63.bam		6768114220		McGill delivery	GRCh37 (McGill GenPipes)	P63			no provider checksum; header not read in this session (tool block); mtime_utc=2025-09-23T14:37Z
MEX01	OV90	retained annotated Mutect2 VCF (audited calls)	verified	/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/annotation/mutect2/OV90_P63/OV90_P63.mutect2.filtered_VEP.ann.vcf.gz		4995601		sarek 3.5.1 angry_allen 2025-10-23 (Slurm 3273686)	GRCh38 (GATK Homo_sapiens_assembly38)	P63	Mutect2/FilterMutectCalls 4.5.0.0; VEP 113		--genotype-germline-sites false --genotype-pon-sites false --interval-padding 0: NOT eligible as unbiased SNP input (MEX05); mtime_utc=2025-10-24T03:47Z
MEX06	OV90	target-only CNR reconstructed on cluster from verified source CNR	verified	/project/6090753/active/ovcan_human/wes/molecular_extension_2026-09-06/inputs/target_only_cnr/OV90_P63.targetonly.cnr		15170093	a7b1326e1fe263fe02af1579306bec36737d0b479f6b690ad23b2ec3a6efecc6	manual CNVkit 0.9.10 (2025-11/12) + antitarget-row removal 2026-09-06	GRCh38 (GATK Homo_sapiens_assembly38)	P63	CNVkit 0.9.10	/project/6090753/active/ovcan_gq_analysis/cnvkit/OV90_P63_new/OV90_P63.cnr (sha256 6f90c24bb229...)	source CNR == repo source_cnr_sha256: True; reconstructed == repo target_only_cnr_sha256: True; 204706 target rows, 40923 antitarget rows dropped; mtime_utc=2026-09-06T17:44Z
MEX06	OV90	corrected target-only CNS (repository, script 29)	verified	repo:output/wes_cnv_target_only/OV90.cns			c627a89f81fa1f1f9b4d9d20ad6c783c930bdb1d30732c00b501c88bae7e244c		GRCh38 (GATK Homo_sapiens_assembly38)		CNVkit 0.9.10 segment CBS via script 29		present in clone at commit dca9bf9
MEX01	TOV112D	duplicate-marked genome-wide CRAM (MSI / read review input)	verified	/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/preprocessing/markduplicates/TOV112D_P83/TOV112D_P83.md.cram		3332387511		sarek 3.5.1 angry_allen 2025-10-23 (Slurm 3273686)	GRCh38 (GATK Homo_sapiens_assembly38)	P83	GATK 4.5.0.0 MarkDuplicates; bwa 0.7.18; samtools 1.20/1.21	/project/6090753/active/ovcan_human/wes/sarek_3.5.1_run/task_evidence/oct23_GATK4_MARKDUPLICATES_*	lane PU 7; RG SM TOV112D_P83_TOV112D_P83; all reads incl. off-target; not BQSR'd; index .crai present; mtime_utc=2025-10-29T15:13Z
MEX01	TOV112D	published recalibrated CRAM (interval-restricted; mixed Oct-24/Oct-31 re-executions)	verified	/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/preprocessing/recalibrated/TOV112D_P83/TOV112D_P83.recal.cram		4752612943		sarek 3.5.1 Oct-24 or Oct-31 launch (see mtime)	GRCh38 (GATK Homo_sapiens_assembly38)	P83	GATK 4.5.0.0 ApplyBQSR per shard		reads overlapping the 405 calling shards only; samtools quickcheck OK 2026-09-05; VCF headers name this filename but bytes are re-executions; mtime_utc=2025-10-24T22:58Z
MEX01	TOV112D	Oct-24 recalibrated CRAM in work/ = exact manual-CNVkit input (proposed MEX05/MEX06 alignment)	verified	/project/6090753/active/ovcan_gq_analysis/work/31/111b177225c27ccef0795d03544f32/TOV112D_P83.recal.cram		4752612943		sarek 3.5.1 angry_kilby 2025-10-24 (Slurm 3377445)	GRCh38 (GATK Homo_sapiens_assembly38)	P83	GATK 4.5.0.0	/project/6090753/active/ovcan_human/wes/sarek_3.5.1_run/task_evidence/oct24_CNVKIT_BATCH_TOV112D_P83.*	interval-restricted like all recal CRAMs; index .crai alongside in work dir; mtime_utc=2025-10-24T22:57Z
MEX01	TOV112D	manual-CNVkit input BAM (samtools view of the Oct-24 recal CRAM)	verified	/project/6090753/active/ovcan_gq_analysis/work/42/00815049b9b01a26e84c3b4fb82f65/TOV112D_P83.recal.bam		7368921508		Oct-24 CNVKIT_BATCH task	GRCh38 (GATK Homo_sapiens_assembly38)	P83	samtools 1.21 (Sarek cnvkit container)		historical hint ../work/42/00815049b9b01a26e84c3b4fb82f65/TOV112D_P83.recal.bam resolves relative to /project/6090753/active/ovcan_gq_analysis/cnvkit; mtime_utc=2025-10-24T23:05Z
MEX01	TOV112D	provider GRCh37 BAM (Sarek samplesheet input; deposition candidate)	verified	/project/6090753/active/ovcan_gq/ammmasson_OvCAN_WES_bioinformatics_analysis_R004741/bam/TOV112D_P83.bam		6878215568		McGill delivery	GRCh37 (McGill GenPipes)	P83			no provider checksum; header not read in this session (tool block); mtime_utc=2025-09-23T14:37Z
MEX01	TOV112D	retained annotated Mutect2 VCF (audited calls)	verified	/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/annotation/mutect2/TOV112D_P83/TOV112D_P83.mutect2.filtered_VEP.ann.vcf.gz		4726732		sarek 3.5.1 angry_allen 2025-10-23 (Slurm 3273686)	GRCh38 (GATK Homo_sapiens_assembly38)	P83	Mutect2/FilterMutectCalls 4.5.0.0; VEP 113		--genotype-germline-sites false --genotype-pon-sites false --interval-padding 0: NOT eligible as unbiased SNP input (MEX05); mtime_utc=2025-10-24T03:47Z
MEX06	TOV112D	target-only CNR reconstructed on cluster from verified source CNR	verified	/project/6090753/active/ovcan_human/wes/molecular_extension_2026-09-06/inputs/target_only_cnr/TOV112D_P83.targetonly.cnr		15158164	63225b4da0218ab825da8f8e61f80380687b7ca12513fe046904680bdc77f8df	manual CNVkit 0.9.10 (2025-11/12) + antitarget-row removal 2026-09-06	GRCh38 (GATK Homo_sapiens_assembly38)	P83	CNVkit 0.9.10	/project/6090753/active/ovcan_gq_analysis/cnvkit/TOV112D_P83_new/TOV112D_P83.cnr (sha256 8c77565e8f5f...)	source CNR == repo source_cnr_sha256: True; reconstructed == repo target_only_cnr_sha256: True; 204706 target rows, 40923 antitarget rows dropped; mtime_utc=2026-09-06T17:44Z
MEX06	TOV112D	corrected target-only CNS (repository, script 29)	verified	repo:output/wes_cnv_target_only/TOV112D.cns			66516103f733ad22e61bb2d5deeff802fd808de4c5fbfea029925894cabed04e		GRCh38 (GATK Homo_sapiens_assembly38)		CNVkit 0.9.10 segment CBS via script 29		present in clone at commit dca9bf9
MEX01	TOV1369	duplicate-marked genome-wide CRAM (MSI / read review input)	verified	/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/preprocessing/markduplicates/TOV1369_P65/TOV1369_P65.md.cram		3951982786		sarek 3.5.1 angry_allen 2025-10-23 (Slurm 3273686)	GRCh38 (GATK Homo_sapiens_assembly38)	P65	GATK 4.5.0.0 MarkDuplicates; bwa 0.7.18; samtools 1.20/1.21	/project/6090753/active/ovcan_human/wes/sarek_3.5.1_run/task_evidence/oct23_GATK4_MARKDUPLICATES_*	lane PU 6; RG SM TOV1369_P65_TOV1369_P65; all reads incl. off-target; not BQSR'd; index .crai present; mtime_utc=2025-10-29T15:12Z
MEX01	TOV1369	published recalibrated CRAM (interval-restricted; mixed Oct-24/Oct-31 re-executions)	verified	/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/preprocessing/recalibrated/TOV1369_P65/TOV1369_P65.recal.cram		5594478470		sarek 3.5.1 Oct-24 or Oct-31 launch (see mtime)	GRCh38 (GATK Homo_sapiens_assembly38)	P65	GATK 4.5.0.0 ApplyBQSR per shard		reads overlapping the 405 calling shards only; samtools quickcheck OK 2026-09-05; VCF headers name this filename but bytes are re-executions; mtime_utc=2025-10-31T17:46Z
MEX01	TOV1369	Oct-24 recalibrated CRAM in work/ = exact manual-CNVkit input (proposed MEX05/MEX06 alignment)	verified	/project/6090753/active/ovcan_gq_analysis/work/ac/20b784d43bdf723ef2b97717c3d3c8/TOV1369_P65.recal.cram		5594454881		sarek 3.5.1 angry_kilby 2025-10-24 (Slurm 3377445)	GRCh38 (GATK Homo_sapiens_assembly38)	P65	GATK 4.5.0.0	/project/6090753/active/ovcan_human/wes/sarek_3.5.1_run/task_evidence/oct24_CNVKIT_BATCH_TOV1369_P65.*	interval-restricted like all recal CRAMs; index .crai alongside in work dir; mtime_utc=2025-10-24T22:58Z
MEX01	TOV1369	manual-CNVkit input BAM (samtools view of the Oct-24 recal CRAM)	verified	/project/6090753/active/ovcan_gq_analysis/work/53/1bf2853629a711f0eb15998b1fd9bd/TOV1369_P65.recal.bam		8511604534		Oct-24 CNVKIT_BATCH task	GRCh38 (GATK Homo_sapiens_assembly38)	P65	samtools 1.21 (Sarek cnvkit container)		historical hint ../work/53/1bf2853629a711f0eb15998b1fd9bd/TOV1369_P65.recal.bam resolves relative to /project/6090753/active/ovcan_gq_analysis/cnvkit; mtime_utc=2025-10-24T23:05Z
MEX01	TOV1369	provider GRCh37 BAM (Sarek samplesheet input; deposition candidate)	verified	/project/6090753/active/ovcan_gq/ammmasson_OvCAN_WES_bioinformatics_analysis_R004741/bam/TOV1369_P65.bam		8068806108		McGill delivery	GRCh37 (McGill GenPipes)	P65			no provider checksum; header not read in this session (tool block); mtime_utc=2025-09-23T14:36Z
MEX01	TOV1369	retained annotated Mutect2 VCF (audited calls)	verified	/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/annotation/mutect2/TOV1369_P65/TOV1369_P65.mutect2.filtered_VEP.ann.vcf.gz		4549885		sarek 3.5.1 angry_allen 2025-10-23 (Slurm 3273686)	GRCh38 (GATK Homo_sapiens_assembly38)	P65	Mutect2/FilterMutectCalls 4.5.0.0; VEP 113		--genotype-germline-sites false --genotype-pon-sites false --interval-padding 0: NOT eligible as unbiased SNP input (MEX05); mtime_utc=2025-10-24T03:47Z
MEX06	TOV1369	target-only CNR reconstructed on cluster from verified source CNR	verified	/project/6090753/active/ovcan_human/wes/molecular_extension_2026-09-06/inputs/target_only_cnr/TOV1369_P65.targetonly.cnr		15140308	2d302428de485d09a9b01e6eccc2c5d9bd374bb861cd5d32d4950a063bf462ce	manual CNVkit 0.9.10 (2025-11/12) + antitarget-row removal 2026-09-06	GRCh38 (GATK Homo_sapiens_assembly38)	P65	CNVkit 0.9.10	/project/6090753/active/ovcan_gq_analysis/cnvkit/TOV1369_P65_new/TOV1369_P65.cnr (sha256 7defb72bc889...)	source CNR == repo source_cnr_sha256: True; reconstructed == repo target_only_cnr_sha256: True; 204706 target rows, 40923 antitarget rows dropped; mtime_utc=2026-09-06T17:44Z
MEX06	TOV1369	corrected target-only CNS (repository, script 29)	verified	repo:output/wes_cnv_target_only/TOV1369.cns			6e3b4ef31d3b57d84c5a227f867bef186644a38a9644cac80d8cc2ca500c1d62		GRCh38 (GATK Homo_sapiens_assembly38)		CNVkit 0.9.10 segment CBS via script 29		present in clone at commit dca9bf9
MEX01	TOV21G	duplicate-marked genome-wide CRAM (MSI / read review input)	verified	/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/preprocessing/markduplicates/TOV21G_P59/TOV21G_P59.md.cram		3793231394		sarek 3.5.1 angry_allen 2025-10-23 (Slurm 3273686)	GRCh38 (GATK Homo_sapiens_assembly38)	P59	GATK 4.5.0.0 MarkDuplicates; bwa 0.7.18; samtools 1.20/1.21	/project/6090753/active/ovcan_human/wes/sarek_3.5.1_run/task_evidence/oct23_GATK4_MARKDUPLICATES_*	lane PU 7; RG SM TOV21G_P59_TOV21G_P59; all reads incl. off-target; not BQSR'd; index .crai present; mtime_utc=2025-10-29T15:17Z
MEX01	TOV21G	published recalibrated CRAM (interval-restricted; mixed Oct-24/Oct-31 re-executions)	verified	/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/preprocessing/recalibrated/TOV21G_P59/TOV21G_P59.recal.cram		5336734899		sarek 3.5.1 Oct-24 or Oct-31 launch (see mtime)	GRCh38 (GATK Homo_sapiens_assembly38)	P59	GATK 4.5.0.0 ApplyBQSR per shard		reads overlapping the 405 calling shards only; samtools quickcheck OK 2026-09-05; VCF headers name this filename but bytes are re-executions; mtime_utc=2025-10-24T22:58Z
MEX01	TOV21G	Oct-24 recalibrated CRAM in work/ = exact manual-CNVkit input (proposed MEX05/MEX06 alignment)	verified	/project/6090753/active/ovcan_gq_analysis/work/72/bdd29c48786baa2b6111d41c6cb1d3/TOV21G_P59.recal.cram		5336734899		sarek 3.5.1 angry_kilby 2025-10-24 (Slurm 3377445)	GRCh38 (GATK Homo_sapiens_assembly38)	P59	GATK 4.5.0.0	/project/6090753/active/ovcan_human/wes/sarek_3.5.1_run/task_evidence/oct24_CNVKIT_BATCH_TOV21G_P59.*	interval-restricted like all recal CRAMs; index .crai alongside in work dir; mtime_utc=2025-10-24T22:58Z
MEX01	TOV21G	manual-CNVkit input BAM (samtools view of the Oct-24 recal CRAM)	verified	/project/6090753/active/ovcan_gq_analysis/work/7f/1eda368f1e037f4afbbda4d6425c70/TOV21G_P59.recal.bam		8217900526		Oct-24 CNVKIT_BATCH task	GRCh38 (GATK Homo_sapiens_assembly38)	P59	samtools 1.21 (Sarek cnvkit container)		historical hint ../work/7f/1eda368f1e037f4afbbda4d6425c70/TOV21G_P59.recal.bam resolves relative to /project/6090753/active/ovcan_gq_analysis/cnvkit; mtime_utc=2025-10-24T23:05Z
MEX01	TOV21G	provider GRCh37 BAM (Sarek samplesheet input; deposition candidate)	verified	/project/6090753/active/ovcan_gq/ammmasson_OvCAN_WES_bioinformatics_analysis_R004741/bam/TOV21G_P59.bam		7793022778		McGill delivery	GRCh37 (McGill GenPipes)	P59			no provider checksum; header not read in this session (tool block); mtime_utc=2025-09-23T14:36Z
MEX01	TOV21G	retained annotated Mutect2 VCF (audited calls)	verified	/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/annotation/mutect2/TOV21G_P59/TOV21G_P59.mutect2.filtered_VEP.ann.vcf.gz		6829983		sarek 3.5.1 angry_allen 2025-10-23 (Slurm 3273686)	GRCh38 (GATK Homo_sapiens_assembly38)	P59	Mutect2/FilterMutectCalls 4.5.0.0; VEP 113		--genotype-germline-sites false --genotype-pon-sites false --interval-padding 0: NOT eligible as unbiased SNP input (MEX05); mtime_utc=2025-10-24T03:47Z
MEX06	TOV21G	target-only CNR reconstructed on cluster from verified source CNR	verified	/project/6090753/active/ovcan_human/wes/molecular_extension_2026-09-06/inputs/target_only_cnr/TOV21G_P59.targetonly.cnr		15167876	c8b4324f1c937c59b332b0fcf6fd4cbc1aa136beafa12e34eda79643c70c04ec	manual CNVkit 0.9.10 (2025-11/12) + antitarget-row removal 2026-09-06	GRCh38 (GATK Homo_sapiens_assembly38)	P59	CNVkit 0.9.10	/project/6090753/active/ovcan_gq_analysis/cnvkit/TOV21G_P59_new/TOV21G_P59.cnr (sha256 71735f53193e...)	source CNR == repo source_cnr_sha256: True; reconstructed == repo target_only_cnr_sha256: True; 204706 target rows, 40923 antitarget rows dropped; mtime_utc=2026-09-06T17:44Z
MEX06	TOV21G	corrected target-only CNS (repository, script 29)	verified	repo:output/wes_cnv_target_only/TOV21G.cns			634642de25316ddb84f463a94fbb0c2930a26ec1972269edfb3408fa39562088		GRCh38 (GATK Homo_sapiens_assembly38)		CNVkit 0.9.10 segment CBS via script 29		present in clone at commit dca9bf9
MEX01	TOV2295-R	duplicate-marked genome-wide CRAM (MSI / read review input)	verified	/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/preprocessing/markduplicates/TOV2295_R_P57/TOV2295_R_P57.md.cram		3414638996		sarek 3.5.1 angry_allen 2025-10-23 (Slurm 3273686)	GRCh38 (GATK Homo_sapiens_assembly38)	P57	GATK 4.5.0.0 MarkDuplicates; bwa 0.7.18; samtools 1.20/1.21	/project/6090753/active/ovcan_human/wes/sarek_3.5.1_run/task_evidence/oct23_GATK4_MARKDUPLICATES_*	lane PU 5; RG SM TOV2295_R_P57_TOV2295_R_P57; all reads incl. off-target; not BQSR'd; index .crai present; mtime_utc=2025-10-29T15:13Z
